id_municipio,cep,quantidade_vinculos_ativos,ano
2211001,64084010,1,2023
2211001,64015310,1,2023
2211001,64020720,1,2023
2211001,64027275,1,2023
2211001,64048550,1,2023
2211001,64067994,1,2023
2211001,64020040,1,2023
2211001,64025440,1,2023
2211001,64025196,1,2023
2211001,64017600,1,2023
2211001,64077805,1,2023
2211001,64075520,1,2023
2211001,64071020,1,2023
2211001,64040005,1,2023
2211001,64049200,1,2023
2211001,64027577,1,2023
2211001,64000010,1,2023
2211001,64006245,1,2023
2211001,64084090,1,2023
2211001,64019610,1,2023
2211001,64059230,1,2023
2211001,64018070,1,2023
2211001,64018500,1,2023
2211001,64020291,1,2023
2211001,64088590,1,2023
2211001,64001010,1,2023
2211001,64045575,1,2023
2211001,64006005,1,2023
2211001,64046675,1,2023
2211001,64057990,1,2023
2211001,64077805,1,2023
2211001,64000130,1,2023
2211001,64008230,1,2023
2211001,64049640,1,2023
2211001,64002335,1,2023
2211001,64091215,1,2023
2211001,64000130,1,2023
2211001,64055430,1,2023
2211001,64016110,1,2023
2211001,64082380,1,2023
2211001,64067901,1,2023
2211001,64049110,1,2023
2211001,64052445,1,2023
2211001,64017664,1,2023
2211001,64050210,1,2023
2211001,64086200,1,2023
2211001,64011320,1,2023
2211001,64010420,1,2023
2211001,64069080,1,2023
2211001,64049010,1,2023
2211001,64018500,1,2023
2211001,64001230,1,2023
2211001,64055370,1,2023
2211001,64011630,1,2023
2211001,64091215,1,2023
2211001,64053010,1,2023
2211001,64053160,1,2023
2211001,64089200,1,2023
2211001,64051120,1,2023
2211001,64003580,1,2023
2211001,64071340,1,2023
2211001,64078302,1,2023
2211001,64069015,1,2023
2211001,64080200,1,2023
2211001,64018550,1,2023
2211001,64018500,1,2023
2211001,64049300,1,2023
2211001,64076450,1,2023
2211001,64023530,1,2023
2211001,64019730,1,2023
2211001,64019645,1,2023
2211001,64019600,1,2023
2211001,64016850,1,2023
2211001,64016102,1,2023
2211001,64060080,1,2023
2211001,64019730,1,2023
2211001,64052445,1,2023
2211001,64019200,1,2023
2211001,64000480,1,2023
2211001,64019708,1,2023
2211001,64000120,1,2023
2211001,64027200,1,2023
2211001,64020200,1,2023
2211001,64077298,1,2023
2211001,64009600,1,2023
2211001,64008220,1,2023
2211001,64001480,1,2023
2211001,64025100,1,2023
2211001,64007500,1,2023
2211001,64010100,1,2023
2211001,64000090,1,2023
2211001,64046465,1,2023
2211001,64017140,1,2023
2211001,64056335,1,2023
2211001,64078740,1,2023
2211001,64005370,1,2023
2211001,64012235,1,2023
2211001,64051050,1,2023
2211001,64018510,1,2023
2211001,64049375,1,2023
2211001,64058300,1,2023
2211001,64020720,1,2023
2211001,64009610,1,2023
2211001,64020040,1,2023
2211001,64003330,1,2023
2211001,64012450,1,2023
2211001,64088512,1,2023
2211001,64083230,1,2023
2211001,64046010,1,2023
2211001,64025535,1,2023
2211001,64063815,1,2023
2211001,64048130,1,2023
2211001,64027688,1,2023
2211001,64000010,1,2023
2211001,64075535,1,2023
2211001,64048110,1,2023
2211001,64052850,1,2023
2211001,64000010,1,2023
2211001,64009250,1,2023
2211001,64082020,1,2023
2211001,64004215,1,2023
2211001,64077185,1,2023
2211001,64001150,1,2023
2211001,64052820,1,2023
2211001,64057158,1,2023
2211001,64002450,1,2023
2211001,64023225,1,2023
2211001,64001010,1,2023
2211001,64000200,1,2023
2211001,64000180,1,2023
2211001,64040764,1,2023
2211001,64000150,1,2023
2211001,64048180,1,2023
2211001,64040605,1,2023
2211001,64008400,1,2023
2211001,64025100,1,2023
2211001,64004485,1,2023
2211001,64001450,1,2023
2211001,64037120,1,2023
2211001,64034140,1,2023
2211001,64045500,1,2023
2211001,64001110,1,2023
2211001,64002180,1,2023
2211001,64049550,1,2023
2211001,64004640,1,2023
2211001,64078300,1,2023
2211001,64082010,1,2023
2211001,64000480,1,2023
2211001,64039558,1,2023
2211001,64000450,1,2023
2211001,64018560,1,2023
2211001,64078080,1,2023
2211001,64049526,1,2023
2211001,64017090,1,2023
2211001,64039480,1,2023
2211001,64025084,1,2023
2211001,64077180,1,2023
2211001,64066430,1,2023
2211001,64000090,1,2023
2211001,64048400,1,2023
2211001,64000050,1,2023
2211001,64040605,1,2023
2211001,64012780,1,2023
2211001,64015125,1,2023
2211001,64003600,1,2023
2211001,64052345,1,2023
2211001,64099899,1,2023
2211001,64019740,1,2023
2211001,64085338,1,2023
2211001,64046700,1,2023
2211001,64049010,1,2023
2211001,64002228,1,2023
2211001,64005350,1,2023
2211001,64008230,1,2023
2211001,64078340,1,2023
2211001,64053120,1,2023
2211001,64040530,1,2023
2211001,64002281,1,2023
2211001,64000010,1,2023
2211001,64011790,1,2023
2211001,64078770,1,2023
2211001,64025520,1,2023
2211001,64000190,1,2023
2211001,64000120,1,2023
2211001,64025520,1,2023
2211001,64003750,1,2023
2211001,64046902,1,2023
2211001,64056675,1,2023
2211001,64000120,1,2023
2211001,64049494,1,2023
2211001,64025100,1,2023
2211001,64038040,1,2023
2211001,64008400,1,2023
2211001,64003685,1,2023
2211001,64018100,1,2023
2211001,64049410,1,2023
2211001,64003087,1,2023
2211001,64069195,1,2023
2211001,64018520,1,2023
2211001,64049524,1,2023
2211001,64049300,1,2023
2211001,64004140,1,2023
2211001,64078225,1,2023
2211001,64078625,1,2023
2211001,64037045,1,2023
2211001,64001130,1,2023
2211001,64003600,1,2023
2211001,64011689,1,2023
2211001,64057430,1,2023
2211001,64055265,1,2023
2211001,64078630,1,2023
2211001,64010790,1,2023
2211001,64016700,1,2023
2211001,64012351,1,2023
2211001,64002760,1,2023
2211001,64014325,1,2023
2211001,64048180,1,2023
2211001,64020320,1,2023
2211001,64023224,1,2023
2211001,64022350,1,2023
2211001,64091210,1,2023
2211001,64049522,1,2023
2211001,64000050,1,2023
2211001,64079067,1,2023
2211001,64057105,1,2023
2211001,64049110,1,2023
2211001,64001560,1,2023
2211001,64055295,1,2023
2211001,64017012,1,2023
2211001,64015125,1,2023
2211001,64025520,1,2023
2211001,64025196,1,2023
2211001,64057105,1,2023
2211001,64001971,1,2023
2211001,64058300,1,2023
2211001,64067994,1,2023
2211001,64000540,1,2023
2211001,64078095,1,2023
2211001,64049640,1,2023
2211001,64022090,1,2023
2211001,64035005,1,2023
2211001,64002510,1,2023
2211001,64035180,1,2023
2211001,64027690,1,2023
2211001,64085200,1,2023
2211001,64045440,1,2023
2211001,64049010,1,2023
2211001,64049610,1,2023
2211001,64003530,1,2023
2211001,64053120,1,2023
2211001,64016850,1,2023
2211001,64052016,1,2023
2211001,64049240,1,2023
2211001,64048190,1,2023
2211001,64046150,1,2023
2211001,64012530,1,2023
2211001,64055355,1,2023
2211001,64014047,1,2023
2211001,64046640,1,2023
2211001,64056100,1,2023
2211001,64073505,1,2023
2211001,64055080,1,2023
2211001,64052800,1,2023
2211001,64049250,1,2023
2211001,64045795,1,2023
2211001,64056270,1,2023
2211001,64076410,1,2023
2211001,64052345,1,2023
2211001,64003000,1,2023
2211001,64003150,1,2023
2211001,64049486,1,2023
2211001,64049410,1,2023
2211001,64049300,1,2023
2211001,64001060,1,2023
2211001,64000080,1,2023
2211001,64049570,1,2023
2211001,64059220,1,2023
2211001,64078240,1,2023
2211001,64001160,1,2023
2211001,64066475,1,2023
2211001,64002350,1,2023
2211001,64036800,1,2023
2211001,64030030,1,2023
2211001,64057460,1,2023
2211001,64048380,1,2023
2211001,64049532,1,2023
2211001,64052015,1,2023
2211001,64058705,1,2023
2211001,64048380,1,2023
2211001,64048180,1,2023
2211001,64031334,1,2023
2211001,64018510,1,2023
2211001,64053510,1,2023
2211001,64048400,1,2023
2211001,64056190,1,2023
2211001,64018280,1,2023
2211001,64077155,1,2023
2211001,64018640,1,2023
2211001,64000240,1,2023
2211001,64066310,1,2023
2211001,64049793,1,2023
2211001,64005325,1,2023
2211001,64040230,1,2023
2211001,64052685,1,2023
2211001,64056385,1,2023
2211001,64009185,1,2023
2211001,64000180,1,2023
2211001,64049270,1,2023
2211001,64049320,1,2023
2211001,64019630,1,2023
2211001,64000235,1,2023
2211001,64025196,1,2023
2211001,64076385,1,2023
2211001,64049526,1,2023
2211001,64017090,1,2023
2211001,64049524,1,2023
2211001,64001330,1,2023
2211001,64000390,1,2023
2211001,64048180,1,2023
2211001,64019625,1,2023
2211001,64049494,1,2023
2211001,64014050,1,2023
2211001,64048162,1,2023
2211001,64000300,1,2023
2211001,64001450,1,2023
2211001,64050155,1,2023
2211001,64001090,1,2023
2211001,64002510,1,2023
2211001,64052430,1,2023
2211001,64000240,1,2023
2211001,64049570,1,2023
2211001,64002470,1,2023
2211001,64049494,1,2023
2211001,64000710,1,2023
2211001,64048180,1,2023
2211001,64051160,1,2023
2211001,64049250,1,2023
2211001,64049250,1,2023
2211001,64049494,1,2023
2211001,64001160,1,2023
2211001,64049110,1,2023
2211001,64077175,1,2023
2211001,64000300,1,2023
2211001,64048360,1,2023
2211001,64056010,1,2023
2211001,64025190,1,2023
2211001,64000180,1,2023
2211001,64001390,1,2023
2211001,64002210,1,2023
2211001,64000710,1,2023
2211001,64049440,1,2023
2211001,64002510,1,2023
2211001,64048400,1,2023
2211001,64014050,1,2023
2211001,64014055,1,2023
2211001,64051090,1,2023
2211001,64015030,1,2023
2211001,64048320,1,2023
2211001,64001160,1,2023
2211001,64003240,1,2023
2211001,64049360,1,2023
2211001,64078140,1,2023
2211001,64078105,1,2023
2211001,64000200,1,2023
2211001,64049532,1,2023
2211001,64056030,1,2023
2211001,64000410,1,2023
2211001,64001970,1,2023
2211001,64077070,1,2023
2211001,64001020,1,2023
2211001,64016560,1,2023
2211001,64000830,1,2023
2211001,64017280,1,2023
2211001,64001340,1,2023
2211001,64012450,1,2023
2211001,64025196,1,2023
2211001,64030003,1,2023
2211001,64025100,1,2023
2211001,64090445,1,2023
2211001,64025100,1,2023
2211001,64082550,1,2023
2211001,64016850,1,2023
2211001,64049512,1,2023
2211001,64053070,1,2023
2211001,64049320,1,2023
2211001,64053290,1,2023
2211001,64000550,1,2023
2211001,64056640,1,2023
2211001,64048385,1,2023
2211001,64001350,1,2023
2211001,64049300,1,2023
2211001,64032075,2,2023
2211001,64000240,2,2023
2211001,64063060,2,2023
2211001,64012760,2,2023
2211001,64049375,2,2023
2211001,64058040,2,2023
2211001,64022050,2,2023
2211001,64012100,2,2023
2211001,64010790,2,2023
2211001,64001430,2,2023
2211001,64000360,2,2023
2211001,64018535,2,2023
2211001,64000280,2,2023
2211001,64010130,2,2023
2211001,64052540,2,2023
2211001,64014325,2,2023
2211001,64077215,2,2023
2211001,64059990,2,2023
2211001,64020350,2,2023
2211001,64078070,2,2023
2211001,64023274,2,2023
2211001,64015125,2,2023
2211001,64079112,2,2023
2211001,64020100,2,2023
2211001,64090665,2,2023
2211001,64055400,2,2023
2211001,64001310,2,2023
2211001,64004285,2,2023
2211001,64006600,2,2023
2211001,64025460,2,2023
2211001,64019480,2,2023
2211001,64002281,2,2023
2211001,64032075,2,2023
2211001,64058200,2,2023
2211001,64023380,2,2023
2211001,64025100,2,2023
2211001,64018500,2,2023
2211001,64000070,2,2023
2211001,64023760,2,2023
2211001,64010160,2,2023
2211001,64031260,2,2023
2211001,64016410,2,2023
2211001,64052675,2,2023
2211001,64000250,2,2023
2211001,64046902,2,2023
2211001,64048065,2,2023
2211001,64000360,2,2023
2211001,64002200,2,2023
2211001,64019160,2,2023
2211001,64000050,2,2023
2211001,64057530,2,2023
2211001,64002865,2,2023
2211001,64000020,2,2023
2211001,64001360,2,2023
2211001,64078005,2,2023
2211001,64056460,2,2023
2211001,64017090,2,2023
2211001,64016280,2,2023
2211001,64090550,2,2023
2211001,64052200,2,2023
2211001,64017040,2,2023
2211001,64015610,2,2023
2211001,64001110,2,2023
2211001,64000200,2,2023
2211001,64018630,2,2023
2211001,64014325,2,2023
2211001,64001060,2,2023
2211001,64002470,2,2023
2211001,64000903,2,2023
2211001,64019230,2,2023
2211001,64093040,2,2023
2211001,64057034,2,2023
2211001,64004550,2,2023
2211001,64000200,2,2023
2211001,64028310,2,2023
2211001,64023710,2,2023
2211001,64003460,2,2023
2211001,64049280,2,2023
2211001,64000130,2,2023
2211001,64016850,2,2023
2211001,64049650,2,2023
2211001,64001380,2,2023
2211001,64053120,2,2023
2211001,64000090,2,2023
2211001,64000300,2,2023
2211001,64091500,2,2023
2211001,64018290,2,2023
2211001,64031200,2,2023
2211001,64099899,2,2023
2211001,64001100,2,2023
2211001,64049240,2,2023
2211001,64002230,2,2023
2211001,64049480,2,2023
2211001,64037490,2,2023
2211001,64000010,2,2023
2211001,64048065,2,2023
2211001,64056010,2,2023
2211001,64049440,2,2023
2211001,64082110,2,2023
2211001,64049410,2,2023
2211001,64008010,2,2023
2211001,64077245,2,2023
2211001,64018535,2,2023
2211001,64006245,2,2023
2211001,64000010,2,2023
2211001,64003720,2,2023
2211001,64019820,2,2023
2211001,64078600,2,2023
2211001,64018680,2,2023
2211001,64000200,2,2023
2211001,64018290,2,2023
2211001,64076005,2,2023
2211001,64023290,2,2023
2211001,64040605,2,2023
2211001,64019630,2,2023
2211001,64078450,2,2023
2211001,64018560,2,2023
2211001,64040840,2,2023
2211001,64018505,2,2023
2211001,64020710,2,2023
2211001,64055400,2,2023
2211001,64056350,2,2023
2211001,64077220,2,2023
2211001,64060800,2,2023
2211001,64020710,2,2023
2211001,64067260,2,2023
2211001,64060290,2,2023
2211001,64076410,2,2023
2211001,64002350,2,2023
2211001,64028620,2,2023
2211001,64001030,2,2023
2211001,64058720,2,2023
2211001,64003000,2,2023
2211001,64078300,2,2023
2211001,64012660,2,2023
2211001,64023720,2,2023
2211001,64078750,2,2023
2211001,64003000,2,2023
2211001,64052445,2,2023
2211001,64019230,2,2023
2211001,64010500,2,2023
2211001,64023274,2,2023
2211001,64036415,2,2023
2211001,64020360,2,2023
2211001,64046700,2,2023
2211001,64016070,2,2023
2211001,64049518,2,2023
2211001,64046040,2,2023
2211001,64048900,2,2023
2211001,64067060,2,2023
2211001,64025196,2,2023
2211001,64078040,2,2023
2211001,64001150,2,2023
2211001,64046010,2,2023
2211001,64056460,2,2023
2211001,64000900,2,2023
2211001,64018060,2,2023
2211001,64011770,2,2023
2211001,64008300,2,2023
2211001,64027220,2,2023
2211001,64000200,2,2023
2211001,64001210,2,2023
2211001,64001160,2,2023
2211001,64049240,2,2023
2211001,64019848,2,2023
2211001,64019708,2,2023
2211001,64016075,2,2023
2211001,64018550,2,2023
2211001,64017090,2,2023
2211001,64078600,2,2023
2211001,64034280,2,2023
2211001,64012788,2,2023
2211001,64057310,2,2023
2211001,64049590,2,2023
2211001,64001010,2,2023
2211001,64077100,2,2023
2211001,64049240,2,2023
2211001,64001020,2,2023
2211001,64001090,2,2023
2211001,64060800,2,2023
2211001,64082550,2,2023
2211001,64003901,2,2023
2211001,64001290,2,2023
2211001,64001300,2,2023
2211001,64046435,2,2023
2211001,64000190,2,2023
2211001,64020720,2,2023
2211001,64049240,2,2023
2211001,64071020,2,2023
2211001,64017615,2,2023
2211001,64049570,2,2023
2211001,64003750,2,2023
2211001,64002490,2,2023
2211001,64003901,2,2023
2211001,64056440,2,2023
2211001,64049494,2,2023
2211001,64033660,2,2023
2211001,64000090,2,2023
2211001,64000080,2,2023
2211001,64020340,2,2023
2211001,64049548,2,2023
2211001,64055400,2,2023
2211001,64045375,2,2023
2211001,64056530,2,2023
2211001,64057990,2,2023
2211001,64000090,2,2023
2211001,64051120,2,2023
2211001,64023730,2,2023
2211001,64053010,2,2023
2211001,64049375,2,2023
2211001,64077155,2,2023
2211001,64000470,2,2023
2211001,64049494,2,2023
2211001,64049917,2,2023
2211001,64049494,2,2023
2211001,64019230,2,2023
2211001,64045580,2,2023
2211001,64025010,2,2023
2211001,64018630,2,2023
2211001,64000650,2,2023
2211001,64001290,2,2023
